"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL458302";"NINGNANMYCIN";"Ningnamycin|Ningnanmycin";"Small molecule";"";"443.42";"2";"134";"-5.89";"244.15";"12";"8";"2";"8";"N";"0.19";"11.58";"8.50";"-6.28";"-7.41";"1";"MOL";"-1";"31";"15";"10";"2";"443.1765";"0.80";"BASE";"C16H25N7O8";"CNCC(=O)N[C@@H](CO)C(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1C(N)=O";"AMNAZJFEONUVTD-KEWDHRJRSA-N";"InChI=1S/C16H25N7O8/c1-19-4-8(25)20-6(5-24)14(29)22-9-10(26)11(27)15(31-12(9)13(18)28)23-3-2-7(17)21-16(23)30/h2-3,6,9-12,15,19,24,26-27H,4-5H2,1H3,(H2,18,28)(H,20,25)(H,22,29)(H2,17,21,30)/t6-,9-,10-,11+,12-,15+/m0/s1";"False";"-1";"['Ningnanmycin', 'ningnanmycin', 'Ningnanmycin', 'ningnanmycin', 'ningnanmycin', 'ningnamycin', 'Ningnanmycin', 'Ningnanmycin', 'Ningnamycin', 'Ningnanmycin', 'Ningnamycin', 'Ningnamycin', 'Ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', 'ningnamycin', 'ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', 'ningnanmycin', 'Ningnanmycin']";"['Ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', '(2S,3S,4R,5R,6R)-6-(4-amino-2-oxopyrimidin-1(2H)-yl)-4,5-dihydroxy-3-((S)-3-hydroxy-2-(2-(methylamino)acetamido)propanamido)-tetrahydro-2H-pyran-2-carboxamide', 'ningnanmycin', 'ningnamycin', 'Ningnanmycin', 'Ningnanmycin', 'Ningnamycin', 'Ningnanmycin', 'Ningnamycin', 'Ningnamycin', 'Ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', 'ningnamycin', 'ningnanmycin', 'Ningnanmycin', 'Ningnanmycin', 'ningnanmycin', 'Ningnanmycin']"
"CHEMBL608873";"";"";"Small molecule";"";"383.32";"1";"18";"-4.47";"231.70";"11";"7";"2";"5";"N";"0.26";"10.47";"None";"-4.64";"-4.64";"2";"MOL";"-1";"27";"14";"9";"2";"383.1189";"-0.09";"NEUTRAL";"C13H17N7O7";"NC(=O)CNC(=O)c1nn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c12";"SPIRPLRLBKHDNK-AFQGARBQSA-N";"InChI=1S/C13H17N7O7/c14-4(22)1-16-11(26)6-5-9(17-13(15)18-10(5)25)20(19-6)12-8(24)7(23)3(2-21)27-12/h3,7-8,12,21,23-24H,1-2H2,(H2,14,22)(H,16,26)(H3,15,17,18,25)/t3-,7-,8-,12?/m1/s1";"False";"-1";"['6']";"['6-Amino-1-(3,4-dihydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-4-oxo-4,5-dihydro-1H-pyrazolo[3,4-d]pyrimidine-3-carboxylic acid carbamoylmethyl-amide']"
"CHEMBL610725";"";"";"Small molecule";"";"340.34";"1";"1";"-2.19";"171.80";"11";"6";"2";"6";"N";"0.32";"12.45";"6.61";"-2.57";"-2.58";"2";"MOL";"-1";"24";"11";"7";"2";"340.1495";"0.65";"NEUTRAL";"C13H20N6O5";"Nc1nc(NCCCO)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O";"KNHSKYRXIDYNHP-PUXKXDTASA-N";"InChI=1S/C13H20N6O5/c14-10-7-11(18-13(17-10)15-2-1-3-20)19(5-16-7)12-9(23)8(22)6(4-21)24-12/h5-6,8-9,12,20-23H,1-4H2,(H3,14,15,17,18)/t6-,8-,9-,12?/m1/s1";"False";"-1";"['11c']";"['2-[6-Amino-2-(3-hydroxy-propylamino)-purin-9-yl]-5-hydroxymethyl-tetrahydro-furan-3,4-diol']"
"CHEMBL2029094";"";"";"Small molecule";"";"466.35";"1";"2";"-0.88";"230.74";"13";"9";"2";"3";"N";"0.21";"6.76";"None";"-0.15";"-0.93";"3";"MOL";"-1";"33";"13";"9";"2";"466.0747";"2.15";"NEUTRAL";"C20H18O13";"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@@H](O)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12";"CUBQPQZMEBZMAN-VXSCMTMISA-N";"InChI=1S/C20H18O13/c21-6-2-1-5(3-7(6)22)16-13(27)11(25)10-8(23)4-9(24)17(18(10)31-16)32-20-15(29)12(26)14(28)19(30)33-20/h1-4,12,14-15,19-24,26-30H/t12-,14-,15+,19+,20+/m0/s1";"False";"-1";"['12']";"['2-(3,4-Dihydroxy-phenyl)-3,5,7-trihydroxy-8-(3,4,5,6-tetrahydroxy-tetrahydro-pyran-2-yloxy)-chromen-4-one']"
"CHEMBL1169569";"";"N,N'-Diacetylchitobiose";"Small molecule";"";"424.40";"1";"1";"-5.11";"207.27";"11";"8";"2";"6";"N";"0.20";"11.50";"None";"-5.28";"-5.28";"0";"MOL";"-1";"29";"13";"8";"2";"424.1693";"1.62";"NEUTRAL";"C16H28N2O11";"CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O";"CDOJPCSDOXYJJF-CBTAGEKQSA-N";"InChI=1S/C16H28N2O11/c1-5(21)17-9-13(25)14(8(4-20)27-15(9)26)29-16-10(18-6(2)22)12(24)11(23)7(3-19)28-16/h7-16,19-20,23-26H,3-4H2,1-2H3,(H,17,21)(H,18,22)/t7-,8-,9-,10-,11-,12-,13-,14-,15?,16+/m1/s1";"False";"-1";"['(GlcNAc)2']";"["N,N'-diacetylchitobiose"]"
"CHEMBL2037049";"";"";"Small molecule";"";"478.41";"2";"3";"-0.24";"199.51";"12";"7";"2";"5";"N";"0.25";"6.90";"None";"0.00";"-0.66";"3";"MOL";"-1";"34";"12";"7";"2";"478.1111";"2.09";"NEUTRAL";"C22H22O12";"COc1c(O)cc2oc(-c3ccc(O)cc3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(=O)c2c1O";"PMKDGKVUENNUGX-OOVDEOTFSA-N";"InChI=1S/C22H22O12/c1-31-20-10(25)6-11-13(15(20)27)16(28)21(19(32-11)8-2-4-9(24)5-3-8)34-22-18(30)17(29)14(26)12(7-23)33-22/h2-6,12,14,17-18,22-27,29-30H,7H2,1H3/t12-,14-,17+,18-,22+/m1/s1";"False";"-1";"['8']";"['6-methoxykaempferol 3-O-beta-D-glucoside']"
"CHEMBL1572115";"";"";"Small molecule";"";"448.38";"8";"10";"-0.24";"190.28";"11";"7";"2";"4";"N";"0.28";"6.37";"None";"0.16";"-1.00";"3";"MOL";"-1";"32";"11";"7";"2";"448.1006";"2.07";"ACID";"C21H20O11";"O=c1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"JPUKWEQWGBDDQB-LQSBFMDOSA-N";"InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2/t13-,15-,17+,18-,21+/m0/s1";"False";"-1";"['SID85149179']";"['SID85149179']"
"CHEMBL1631405";"";"";"Small molecule";"";"418.42";"1";"4";"-4.69";"192.44";"12";"6";"2";"6";"N";"0.24";"11.92";"None";"-4.54";"-4.54";"0";"MOL";"-1";"27";"12";"6";"2";"418.1145";"0.85";"NEUTRAL";"C14H26O12S";"CO[C@H]1O[C@H](CS(=O)(=O)C[C@H]2O[C@H](OC)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O";"XPAUCTZKSHWPRS-POVHNGHTSA-N";"InChI=1S/C14H26O12S/c1-23-13-11(19)9(17)7(15)5(25-13)3-27(21,22)4-6-8(16)10(18)12(20)14(24-2)26-6/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9+,10+,11+,12+,13+,14+/m1/s1";"False";"-1";"['7f']";"['Bis(methyl 6-deoxy-alpha-D-mannopyranosid-6-yl)sulfone']"
"CHEMBL554860";"";"";"Small molecule";"";"442.96";"5";"5";"-1.74";"229.54";"14";"8";"2";"13";"N";"0.17";"None";"10.09";"-0.95";"-6.85";"2";"MOL";"-1";"29";"14";"12";"2";"406.2778";"-0.61";"BASE";"C15H31ClN14";"CC(CNCCCNc1nc(N)nc(N)n1)NCCCNc1nc(N)nc(N)n1.Cl";"XKLSBJOEHJNTGN-UHFFFAOYSA-N";"InChI=1S/C15H30N14.ClH/c1-9(21-5-3-7-23-15-28-12(18)25-13(19)29-15)8-20-4-2-6-22-14-26-10(16)24-11(17)27-14;/h9,20-21H,2-8H2,1H3,(H5,16,17,22,24,26,27)(H5,18,19,23,25,28,29);1H";"False";"-1";"['5d']";"['N2-(3-[2-(3-[(4,6-Diamino-1,3,5-triazin-2-yl)amino]propylamino)propyl]aminopropyl)-1,3,5-triazine-2,4,6-triamine Tetrahydrochloride']"
"CHEMBL233191";"";"";"Small molecule";"";"481.18";"1";"2";"-1.14";"250.19";"12";"6";"2";"9";"N";"0.23";"0.90";"None";"-3.34";"-10.75";"1";"MOL";"-1";"29";"16";"7";"2";"481.0052";"1.12";"ACID";"C10H18N3O13P3";"Nc1ccn([C@H]2CO[C@@H](CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H]2O)c(=O)n1";"UEIONASLCNBTOK-ACLDMZEESA-N";"InChI=1S/C10H18N3O13P3/c11-8-1-3-13(10(15)12-8)6-5-23-7(9(6)14)2-4-24-28(19,20)26-29(21,22)25-27(16,17)18/h1,3,6-7,9,14H,2,4-5H2,(H,19,20)(H,21,22)(H2,11,12,15)(H2,16,17,18)/t6-,7-,9+/m0/s1";"False";"-1";"['3, isoC']";"['({[({2-[(2S,3R,4S)-4-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]ethoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid']"
"CHEMBL610671";"";"";"Small molecule";"";"355.36";"1";"1";"-3.25";"197.82";"12";"7";"2";"6";"N";"0.27";"12.45";"9.20";"-3.37";"-5.16";"2";"MOL";"-1";"25";"12";"9";"2";"355.1604";"0.71";"BASE";"C13H21N7O5";"NCC(O)CNc1nc(N)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O";"BFNCKHGBWNRLRH-DHXOXCDCSA-N";"InChI=1S/C13H21N7O5/c14-1-5(22)2-16-10-7-11(19-13(15)18-10)20(4-17-7)12-9(24)8(23)6(3-21)25-12/h4-6,8-9,12,21-24H,1-3,14H2,(H3,15,16,18,19)/t5?,6-,8-,9-,12?/m1/s1";"False";"-1";"['18b']";"['2-[2-Amino-6-(3-amino-2-hydroxy-propylamino)-purin-9-yl]-5-hydroxymethyl-tetrahydro-furan-3,4-diol']"
"CHEMBL546412";"";"TCMDC-131828";"Small molecule";"";"449.43";"6";"9";"5.91";"95.82";"2";"6";"2";"11";"N";"0.15";"None";"10.62";"5.84";"1.25";"2";"MOL";"-1";"30";"6";"6";"2";"448.1909";"-0.44";"BASE";"C22H30Cl2N6";"N=C(NCCCCCCCCNC(=N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1";"YENUZWZUOBVPBU-UHFFFAOYSA-N";"InChI=1S/C22H30Cl2N6/c23-17-7-11-19(12-8-17)29-21(25)27-15-5-3-1-2-4-6-16-28-22(26)30-20-13-9-18(24)10-14-20/h7-14H,1-6,15-16H2,(H3,25,27,29)(H3,26,28,30)";"False";"-1";"['TCMDC-131828', 'TCMDC-131828']";"['TCMDC-131828', None]"
"CHEMBL519361";"";"";"Small molecule";"";"354.32";"1";"2";"-2.09";"188.87";"11";"6";"2";"6";"N";"0.33";"3.62";"4.53";"-2.84";"-5.53";"2";"MOL";"-1";"25";"12";"7";"2";"354.1288";"0.50";"ACID";"C13H18N6O6";"Nc1ncnc2c1nc(NCCC(=O)O)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"WKQMAXXUTUEAKM-JJNLEZRASA-N";"InChI=1S/C13H18N6O6/c14-10-7-11(17-4-16-10)19(13(18-7)15-2-1-6(21)22)12-9(24)8(23)5(3-20)25-12/h4-5,8-9,12,20,23-24H,1-3H2,(H,15,18)(H,21,22)(H2,14,16,17)/t5-,8-,9-,12-/m1/s1";"False";"-1";"['1.4']";"['3-[6-Amino-9-((2R,3R,4S,5R)-3,4-dihydroxy-5-hydroxymethyltetrahydro-furan-2-yl)-9H-purin-8-ylamino]-propionic acid']"
"CHEMBL1097934";"NOIDESOL A";"";"Small molecule";"";"480.42";"2";"2";"-1.00";"206.60";"12";"8";"2";"4";"N";"0.25";"8.42";"None";"-0.80";"-0.83";"2";"MOL";"-1";"34";"12";"8";"2";"480.1268";"2.29";"NEUTRAL";"C22H24O12";"COc1cc(O)c2c(c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2=O";"IPDDGEBOKRDKCT-ZXJKWVGLSA-N";"InChI=1S/C22H24O12/c1-32-11-5-10(26)13-16(28)18(30)20(7-2-3-8(24)9(25)4-7)34-21(13)14(11)22-19(31)17(29)15(27)12(6-23)33-22/h2-5,12,15,17-20,22-27,29-31H,6H2,1H3/t12-,15-,17+,18+,19-,20-,22+/m1/s1";"False";"-1";"['3']";"['Noidesol A']"
"CHEMBL3246866";"";"";"Small molecule";"";"441.41";"3";"5";"-0.36";"232.22";"11";"6";"2";"9";"N";"0.25";"3.02";"4.15";"-1.90";"-8.23";"3";"MOL";"-1";"32";"14";"8";"2";"441.1509";"-0.55";"ACID";"C18H19N9O5";"Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)nc3)cnc2n1";"UPOHOVJEYGHIPY-NSHDSACASA-N";"InChI=1S/C18H19N9O5/c19-14-13-15(27-18(20)26-14)23-7-9(24-13)6-21-8-1-2-10(22-5-8)16(30)25-11(17(31)32)3-4-12(28)29/h1-2,5,7,11,21H,3-4,6H2,(H,25,30)(H,28,29)(H,31,32)(H4,19,20,23,26,27)/t11-/m0/s1";"False";"-1";"['34']";"['(S)-2-(5-((2,4-diaminopteridin-6-yl)methylamino)picolinamido)pentanedioic acid']"
"CHEMBL3185690";"";"";"Small molecule";"";"367.37";"2";"2";"-2.54";"180.67";"11";"6";"2";"5";"N";"0.33";"11.52";"8.88";"-1.93";"-3.43";"2";"MOL";"-1";"26";"12";"7";"2";"367.1604";"0.31";"BASE";"C14H21N7O5";"CN[C@@H](C)C(=O)NC[C@H]1O[C@@H](n2cnc3c(O)nc(N)nc32)[C@H](O)[C@@H]1O";"VANYMGNSUPZEAS-YTMOPEAISA-N";"InChI=1S/C14H21N7O5/c1-5(16-2)11(24)17-3-6-8(22)9(23)13(26-6)21-4-18-7-10(21)19-14(15)20-12(7)25/h4-6,8-9,13,16,22-23H,3H2,1-2H3,(H,17,24)(H3,15,19,20,25)/t5-,6+,8+,9+,13+/m0/s1";"False";"-1";"['SID121284868']";"['SID121284868']"
"CHEMBL2335820";"";"(+/-)-Quadrangularin A";"Small molecule";"";"454.48";"4";"7";"5.39";"121.38";"6";"6";"2";"3";"N";"0.25";"8.31";"None";"5.68";"5.63";"4";"MOL";"-1";"34";"6";"6";"2";"454.1416";"1.02";"NEUTRAL";"C28H22O6";"Oc1ccc(/C=C2/c3cc(O)cc(O)c3[C@@H](c3ccc(O)cc3)[C@@H]2c2cc(O)cc(O)c2)cc1";"BIQMSWPBPAKGSE-PBSLAQMISA-N";"InChI=1S/C28H22O6/c29-18-5-1-15(2-6-18)9-23-24-13-22(33)14-25(34)28(24)27(16-3-7-19(30)8-4-16)26(23)17-10-20(31)12-21(32)11-17/h1-14,26-27,29-34H/b23-9-/t26-,27+/m1/s1";"False";"-1";"['E-3a', '3', 'E-3a']";"['Quadrangularin A', 'Quadrangularin A', '(+/-)-Quadrangularin A']"
"CHEMBL1085764";"MANGLIESIDE B";"";"Small molecule";"";"444.43";"1";"3";"-2.24";"178.53";"11";"7";"2";"8";"N";"0.22";"9.78";"None";"-1.08";"-1.08";"1";"MOL";"-1";"31";"11";"7";"2";"444.1632";"2.49";"NEUTRAL";"C20H28O11";"C=CCc1ccc(O)c(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c1";"IJQCJDUCBNKRAY-LTRJMQNCSA-N";"InChI=1S/C20H28O11/c1-2-3-10-4-5-11(22)12(6-10)30-18-16(25)15(24)14(23)13(31-18)7-28-19-17(26)20(27,8-21)9-29-19/h2,4-6,13-19,21-27H,1,3,7-9H2/t13-,14-,15+,16-,17+,18-,19-,20-/m1/s1";"False";"-1";"['73']";"['Manglieside B']"
"CHEMBL2159634";"";"";"Small molecule";"";"424.45";"2";"5";"-6.02";"228.27";"12";"8";"2";"10";"N";"0.09";"-1.78";"None";"-8.54";"-9.22";"0";"MOL";"-1";"26";"12";"8";"2";"424.0709";"2.00";"ACID";"C12H24O12S2";"O=S(=O)([O-])O[C@H]([C@@H](O)[C@@H](O)[C@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO";"OMKXVFDVAGCPBS-XUDIQPSLSA-N";"InChI=1S/C12H24O12S2/c13-1-5(15)10(19)11(20)12(24-26(21,22)23)7(17)4-25-3-6(16)9(18)8(25)2-14/h5-20H,1-4H2/t5-,6-,7-,8-,9+,10+,11+,12+,25+/m1/s1";"False";"-1";"['10a, diastereomer']";"['(2S,3R,4S,5S,6R)-1-((1S,2R,3S,4S)-3,4-dihydroxy-2-(hydroxymethyl)tetrahydro-1H-thiophenium-1-yl)-2,4,5,6,7-pentahydroxyheptan-3-yl sulfate']"
"CHEMBL478921";"";"";"Small molecule";"";"482.35";"1";"1";"-1.28";"243.90";"14";"9";"2";"1";"N";"0.17";"7.14";"None";"-0.49";"-1.00";"2";"MOL";"-1";"34";"14";"9";"2";"482.0697";"1.71";"NEUTRAL";"C20H18O14";"O=C1O[C@@H]2[C@@H](OC(=O)c3cc(O)c(O)c(O)c3-c3c1cc(O)c(O)c3O)[C@H](O)[C@@H](CO)O[C@H]2O";"GEAGRKQCZVLNAU-FYHMHJJZSA-N";"InChI=1S/C20H18O14/c21-3-8-13(26)16-17(20(31)32-8)34-19(30)5-2-7(23)12(25)15(28)10(5)9-4(18(29)33-16)1-6(22)11(24)14(9)27/h1-2,8,13,16-17,20-28,31H,3H2/t8-,13-,16+,17-,20-/m1/s1";"False";"-1";"['9, 2,3-(S)-HHDP-D-glucose']";"['(1R,3R,4R,4aS,16aR)-1,4,8,9,10,11,12,13-octahydroxy-3-(hydroxymethyl)-4,4a-dihydro-1H-dibenzo[f,h]pyrano[3,4-b][1,4]dioxecine-6,15(3H,16aH)-dione']"
"CHEMBL1096913";"";"";"Small molecule";"";"449.51";"1";"5";"-1.21";"174.81";"12";"6";"2";"5";"N";"0.18";"9.26";"3.01";"0.82";"0.82";"1";"MOL";"-1";"29";"11";"7";"2";"449.0927";"0.15";"NEUTRAL";"C16H23N3O8S2";"CCOC(=O)c1sc2c(c1C)C(=O)N(N)C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)N2";"LDTQSVDMLBZQGI-HKQNOQFGSA-N";"InChI=1S/C16H23N3O8S2/c1-3-26-14(25)11-5(2)7-12(28-11)18-16(19(17)13(7)24)29-15-10(23)9(22)8(21)6(4-20)27-15/h6,8-10,15-16,18,20-23H,3-4,17H2,1-2H3/t6-,8-,9+,10-,15+,16?/m1/s1";"False";"-1";"['15a']";"['3-Amino-6-ethyl[5-methyl-2-(beta-D-glucopyranosyl-thio)-thieno-[2,3-d]pyrimidin-4-one]carboxylate']"
"CHEMBL520748";"";"Isorhamnetin-3-Glucoside";"Small molecule";"";"462.41";"2";"2";"0.06";"179.28";"11";"6";"2";"5";"N";"0.30";"6.31";"None";"-0.35";"-1.44";"3";"MOL";"-1";"33";"11";"6";"2";"462.1162";"1.81";"ACID";"C22H22O11";"COc1cc(-c2oc3cc(O)ccc3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O";"KIYXGLNKZKZJHP-LNBCOLIQSA-N";"InChI=1S/C22H22O11/c1-30-14-6-9(2-5-12(14)25)20-21(16(26)11-4-3-10(24)7-13(11)31-20)33-22-19(29)18(28)17(27)15(8-23)32-22/h2-7,15,17-19,22-25,27-29H,8H2,1H3/t15-,17-,18+,19-,22+/m1/s1";"False";"-1";"['5']";"['isorhamnetin-3-glucoside']"
"CHEMBL565130";"";"";"Small molecule";"";"378.35";"1";"4";"-2.21";"184.85";"11";"6";"2";"5";"N";"0.25";"9.48";"13.26";"-2.24";"-3.59";"2";"MOL";"-1";"27";"12";"7";"2";"378.1288";"-0.13";"BASE";"C15H18N6O6";"NNc1ccc(C(=O)Nc2ccn([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)c(=O)n2)cn1";"KTPPCZSVKAVGLC-PKINLEFWSA-N";"InChI=1S/C15H18N6O6/c16-20-9-2-1-7(5-17-9)13(25)18-10-3-4-21(15(26)19-10)14-12(24)11(23)8(6-22)27-14/h1-5,8,11-12,14,22-24H,6,16H2,(H,17,20)(H,18,19,25,26)/t8-,11-,12+,14-/m1/s1";"False";"-1";"['HAra-C']";"['N4-(hydrazinonicotinyl)-1-beta-arabinofuranosyl cytosine']"
"CHEMBL1766477";"";"";"Small molecule";"";"442.89";"1";"1";"-1.74";"169.67";"12";"6";"2";"5";"N";"0.27";"12.50";"5.99";"-1.13";"-1.15";"3";"MOL";"-1";"29";"11";"6";"2";"442.0826";"-1.23";"NEUTRAL";"C16H19ClN6O5S";"O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(Cc3cc4nsnc4cc3Cl)nn2)[C@H](O)[C@H]1O";"QYBZABWHQBHWPJ-KUNQJQEJSA-N";"InChI=1S/C16H19ClN6O5S/c17-8-2-10-9(20-29-21-10)1-6(8)4-23-5-7(19-22-23)3-18-11-12(24)14(26)16(28)15(27)13(11)25/h1-2,5,11-16,18,24-28H,3-4H2/t11-,12-,13+,14+,15-,16-";"False";"-1";"['1[11]']";"['rel-(1R,2S,4R,5S)-6-((1-((6-chlorobenzo[c][1,2,5]thiadiazol-5-yl)methyl)-1H-1,2,3-triazol-4-yl)methylamino)cyclohexane-1,2,3,4,5-pentaol']"
"CHEMBL338988";"";"";"Small molecule";"";"458.38";"4";"5";"2.23";"197.37";"11";"8";"2";"3";"N";"0.21";"7.99";"None";"3.08";"2.97";"3";"MOL";"-1";"33";"11";"8";"2";"458.0849";"1.65";"NEUTRAL";"C22H18O11";"O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1";"WMBWREPUVVBILR-RXVVDRJESA-N";"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m0/s1";"False";"-1";"['2', '(-)-epigallocatechin gallate']";"['3,4,5-Trihydroxy-benzoic acid (2S,3S)-5,7-dihydroxy-2-(3,4,5-trihydroxy-phenyl)-chroman-3-yl ester', '(-)-epigallocatechin gallate']"
"CHEMBL1923077";"";"";"Small molecule";"";"478.45";"5";"5";"-2.64";"185.99";"13";"6";"2";"9";"N";"0.22";"11.70";"None";"-2.35";"-2.35";"1";"MOL";"-1";"33";"13";"6";"2";"478.1686";"2.06";"NEUTRAL";"C20H30O13";"COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1OC";"CKGKQISENBKOCA-FHXQZXMCSA-N";"InChI=1S/C20H30O13/c1-27-10-4-9(5-11(28-2)16(10)29-3)32-18-15(24)14(23)13(22)12(33-18)6-30-19-17(25)20(26,7-21)8-31-19/h4-5,12-15,17-19,21-26H,6-8H2,1-3H3/t12-,13-,14+,15-,17+,18-,19-,20-/m1/s1";"False";"-1";"['page no 2475, R6C1', '3', '10']";"['3,4,5-trimethoxyphenyl-1-O-beta-D-apiofuranosyl-(1-6)-O-beta-D-glucopyranoside', '3,4,5-trimethoxyphenol 1-O-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside', 'Kelampayoside']"
"CHEMBL1223634";"BRETSCHNEIDEROSIDE B";"";"Small molecule";"";"432.38";"4";"8";"-3.15";"195.60";"12";"7";"2";"7";"N";"0.21";"9.24";"None";"-2.47";"-2.47";"1";"MOL";"-1";"30";"12";"7";"2";"432.1268";"2.40";"NEUTRAL";"C18H24O12";"O=Cc1ccc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1";"HNPKQZLEUUJVIJ-FQXXIRCGSA-N";"InChI=1S/C18H24O12/c19-4-8-1-2-10(9(21)3-8)29-16-14(24)13(23)12(22)11(30-16)5-27-17-15(25)18(26,6-20)7-28-17/h1-4,11-17,20-26H,5-7H2/t11-,12-,13+,14-,15+,16-,17-,18-/m1/s1";"False";"-1";"['4']";"['Bretschneideroside B']"
"CHEMBL1163057";"";"";"Small molecule";"";"461.41";"9";"15";"-3.79";"255.10";"14";"6";"2";"8";"N";"0.22";"2.57";"6.90";"-6.76";"-7.37";"2";"MOL";"-1";"31";"16";"8";"2";"461.0965";"0.79";"ACID";"C14H19N7O9S";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)[C@@H](N)CC(=O)O)[C@@H](O)[C@H]1O";"KMRBRMHHDAUXAY-UFIIOMENSA-N";"InChI=1S/C14H19N7O9S/c15-5(1-7(22)23)13(26)20-31(27,28)29-2-6-9(24)10(25)14(30-6)21-4-19-8-11(16)17-3-18-12(8)21/h3-6,9-10,14,24-25H,1-2,15H2,(H,20,26)(H,22,23)(H2,16,17,18)/t5-,6+,9+,10+,14+/m0/s1";"False";"-1";"['AspSA', 'AspSA', '3, AspSA', 'AspSA']";"['((S)-2-amino-3-carboxypropanoyl)(((2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methoxysulfonyl)amide', 'AspSA', '(S)-3-amino-4-(((2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methoxysulfonylamino)-4-oxobutanoic acid', '(S)-3-amino-4-(((2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methoxysulfonylamino)-4-oxobutanoic acid']"
